idCustomer;NameCustomer;Country
12625;Customer239;Germany
12626;Customer240;Germany
12627;Customer241;Germany
12628;Customer242;Germany
12630;Customer243;Finland
12631;Customer244;Finland
12633;Customer245;Germany
12635;Customer246;Germany
12637;Customer247;France
12638;Customer248;Sweden
12639;Customer249;Sweden
12640;Customer250;France
12641;Customer251;Sweden
12642;Customer252;Germany
12643;Customer253;France
12644;Customer254;Germany
12645;Customer255;Germany
12646;Customer256;USA
12647;Customer257;Germany
12648;Customer258;Germany
12649;Customer259;Germany
12650;Customer260;France
12651;Customer261;France
12652;Customer262;France
12653;Customer263;Israel
12654;Customer264;Germany
12656;Customer265;France
12657;Customer266;France
12658;Customer267;Germany
12659;Customer268;France
12660;Customer269;France
12662;Customer270;Germany
12664;Customer271;Finland
12665;Customer272;Germany
12666;Customer273;Israel
12667;Customer274;Finland
12668;Customer275;Germany
12669;Customer276;France
12670;Customer277;France
12672;Customer278;France
12673;Customer279;Germany
12674;Customer280;France
12676;Customer281;Sweden
12678;Customer282;France
12679;Customer283;France
12680;Customer284;France
12681;Customer285;France
12682;Customer286;France
12683;Customer287;France
12684;Customer288;France
12685;Customer289;France
12686;Customer290;France
12688;Customer291;Israel
12689;Customer292;France
12690;Customer293;France
12691;Customer294;France
12693;Customer295;Germany
12694;Customer296;France
12695;Customer297;France
12697;Customer298;Sweden
12700;Customer299;France
12701;Customer300;Germany
12702;Customer301;Germany
12703;Customer302;Germany
12704;Customer303;Finland
12705;Customer304;Germany
12707;Customer305;France
12708;Customer306;Germany
12709;Customer307;Germany
12710;Customer308;Germany
12712;Customer309;Germany
12713;Customer310;Germany
12714;Customer311;France
12715;Customer312;Sweden
12716;Customer313;France
12717;Customer314;Greece
12718;Customer315;France
12719;Customer316;France
12720;Customer317;Germany
12721;Customer318;France
12722;Customer319;France
12723;Customer320;France
12724;Customer321;France
12725;Customer322;Italy
12726;Customer323;France
12727;Customer324;France
12728;Customer325;France
12729;Customer326;France
12731;Customer327;France
12732;Customer328;France
12733;Customer329;USA
12734;Customer330;France
12735;Customer331;France
12736;Customer332;France
12738;Customer333;Germany
12739;Customer334;United Arab Emirates
12740;Customer335;France
12743;Customer336;Unspecified
12744;Customer337;Singapore
12747;Customer338;United Kingdom
12748;Customer339;United Kingdom
12749;Customer340;United Kingdom
12750;Customer341;Poland
12752;Customer342;Norway
12753;Customer343;Japan
12754;Customer344;Japan
12755;Customer345;Japan
12756;Customer346;Japan
12757;Customer347;Portugal
12758;Customer348;Portugal
12759;Customer349;Netherlands
12762;Customer350;Portugal
12763;Customer351;Japan
12764;Customer352;Lebanon
12766;Customer353;Portugal
12769;Customer354;Brazil
12770;Customer355;Japan
12772;Customer356;Portugal
12775;Customer357;Netherlands
12778;Customer358;Netherlands
12779;Customer359;Poland
12781;Customer360;Czech Republic
12782;Customer361;Portugal
12783;Customer362;Portugal
12784;Customer363;Portugal
12785;Customer364;Portugal
12787;Customer365;Netherlands
12789;Customer366;Netherlands
12790;Customer367;Netherlands
12791;Customer368;Netherlands
12792;Customer369;Portugal
12793;Customer370;Portugal
12794;Customer371;Portugal
12795;Customer372;Portugal
12797;Customer373;Portugal
12798;Customer374;Japan
12802;Customer375;Netherlands
12808;Customer376;Portugal
12809;Customer377;Portugal
12811;Customer378;Portugal
12812;Customer379;Japan
12814;Customer380;Poland
12815;Customer381;Poland
12816;Customer382;Poland
12817;Customer383;Austria
12818;Customer384;Austria
12820;Customer385;United Kingdom
12821;Customer386;United Kingdom
12822;Customer387;United Kingdom
12823;Customer388;United Kingdom
12824;Customer389;United Kingdom
12826;Customer390;United Kingdom
12827;Customer391;United Kingdom
12828;Customer392;United Kingdom
12829;Customer393;United Kingdom
12830;Customer394;United Kingdom
12831;Customer395;United Kingdom
12832;Customer396;United Kingdom
12833;Customer397;United Kingdom
12834;Customer398;United Kingdom
12836;Customer399;United Kingdom
12837;Customer400;United Kingdom
12838;Customer401;United Kingdom
12839;Customer402;United Kingdom
12840;Customer403;United Kingdom
12841;Customer404;United Kingdom
12842;Customer405;United Kingdom
12843;Customer406;United Kingdom
12844;Customer407;United Kingdom
12845;Customer408;United Kingdom
12847;Customer409;United Kingdom
12849;Customer410;United Kingdom
12851;Customer411;United Kingdom
12852;Customer412;United Kingdom
12853;Customer413;United Kingdom
12854;Customer414;United Kingdom
12855;Customer415;United Kingdom
12856;Customer416;United Kingdom
12857;Customer417;United Kingdom
12863;Customer418;United Kingdom
12864;Customer419;United Kingdom
12865;Customer420;Austria
12866;Customer421;Belgium
12867;Customer422;United Kingdom
12868;Customer423;United Kingdom
12870;Customer424;United Kingdom
12871;Customer425;United Kingdom
12872;Customer426;United Kingdom
12873;Customer427;United Kingdom
12875;Customer428;United Kingdom
12876;Customer429;Belgium
12877;Customer430;United Kingdom
12878;Customer431;United Kingdom
12879;Customer432;United Kingdom
12881;Customer433;United Kingdom
12882;Customer434;United Kingdom
12883;Customer435;United Kingdom
12884;Customer436;United Kingdom
12885;Customer437;United Kingdom
12886;Customer438;United Kingdom
12888;Customer439;United Kingdom
12890;Customer440;United Kingdom
12891;Customer441;United Kingdom
12893;Customer442;United Kingdom
12895;Customer443;United Kingdom
12897;Customer444;United Kingdom
12901;Customer445;United Kingdom
12902;Customer446;United Kingdom
12904;Customer447;United Kingdom
12906;Customer448;United Kingdom
12908;Customer449;United Kingdom
12909;Customer450;United Kingdom
12910;Customer451;United Kingdom
12912;Customer452;United Kingdom
12913;Customer453;United Kingdom
12915;Customer454;United Kingdom
12916;Customer455;United Kingdom
12917;Customer456;United Kingdom
12919;Customer457;United Kingdom
12920;Customer458;United Kingdom
12921;Customer459;United Kingdom
12922;Customer460;United Kingdom
12923;Customer461;United Kingdom
12924;Customer462;United Kingdom
12925;Customer463;United Kingdom
12928;Customer464;United Kingdom
12929;Customer465;United Kingdom
12930;Customer466;United Kingdom
12931;Customer467;United Kingdom
12933;Customer468;United Kingdom
12935;Customer469;United Kingdom
12936;Customer470;United Kingdom
12937;Customer471;United Kingdom
12938;Customer472;United Kingdom
12939;Customer473;United Kingdom
12940;Customer474;United Kingdom
12942;Customer475;United Kingdom
12943;Customer476;United Kingdom
12944;Customer477;United Kingdom
12945;Customer478;United Kingdom
12947;Customer479;United Kingdom
12948;Customer480;United Kingdom
12949;Customer481;United Kingdom
12950;Customer482;United Kingdom
12951;Customer483;United Kingdom
12952;Customer484;United Kingdom
12953;Customer485;United Kingdom
12955;Customer486;United Kingdom
12956;Customer487;United Kingdom
12957;Customer488;United Kingdom
12962;Customer489;United Kingdom
12963;Customer490;United Kingdom
12965;Customer491;United Kingdom
12966;Customer492;United Kingdom
12967;Customer493;United Kingdom
12968;Customer494;United Kingdom
12970;Customer495;United Kingdom
12971;Customer496;United Kingdom
12974;Customer497;United Kingdom
12976;Customer498;United Kingdom
12977;Customer499;United Kingdom
12980;Customer500;United Kingdom
12981;Customer501;United Kingdom
12982;Customer502;United Kingdom
12984;Customer503;United Kingdom
12985;Customer504;United Kingdom
12987;Customer505;United Kingdom
12988;Customer506;United Kingdom
12989;Customer507;United Kingdom
12990;Customer508;United Kingdom
12991;Customer509;United Kingdom
12993;Customer510;United Kingdom
12994;Customer511;United Kingdom
12995;Customer512;United Kingdom
12997;Customer513;United Kingdom
12999;Customer514;United Kingdom
13000;Customer515;United Kingdom
13001;Customer516;United Kingdom
13002;Customer517;United Kingdom
13003;Customer518;United Kingdom
13004;Customer519;United Kingdom
13005;Customer520;United Kingdom
13006;Customer521;United Kingdom
13008;Customer522;United Kingdom
13011;Customer523;United Kingdom
13012;Customer524;United Kingdom
13013;Customer525;United Kingdom
13014;Customer526;United Kingdom
13015;Customer527;United Kingdom
13016;Customer528;United Kingdom
13017;Customer529;United Kingdom
13018;Customer530;United Kingdom
13021;Customer531;United Kingdom
13023;Customer532;United Kingdom
13026;Customer533;United Kingdom
13027;Customer534;United Kingdom
13028;Customer535;United Kingdom
13029;Customer536;United Kingdom
13030;Customer537;United Kingdom
13032;Customer538;United Kingdom
13033;Customer539;United Kingdom
13034;Customer540;United Kingdom
13035;Customer541;United Kingdom
13037;Customer542;United Kingdom
13038;Customer543;United Kingdom
13040;Customer544;United Kingdom
13043;Customer545;United Kingdom
13044;Customer546;United Kingdom
13045;Customer547;United Kingdom
13046;Customer548;United Kingdom
13047;Customer549;United Kingdom
13048;Customer550;United Kingdom
13049;Customer551;United Kingdom
13050;Customer552;United Kingdom
13052;Customer553;United Kingdom
13055;Customer554;United Kingdom
13058;Customer555;United Kingdom
13059;Customer556;United Kingdom
13060;Customer557;United Kingdom
13061;Customer558;United Kingdom
13062;Customer559;United Kingdom
13064;Customer560;United Kingdom
13065;Customer561;United Kingdom
13066;Customer562;United Kingdom
13067;Customer563;United Kingdom
13068;Customer564;United Kingdom
13069;Customer565;United Kingdom
13070;Customer566;United Kingdom
13072;Customer567;United Kingdom
13075;Customer568;United Kingdom
13077;Customer569;United Kingdom
13078;Customer570;United Kingdom
13079;Customer571;United Kingdom
13080;Customer572;United Kingdom
13081;Customer573;United Kingdom
13082;Customer574;United Kingdom
13083;Customer575;United Kingdom
13085;Customer576;United Kingdom
13089;Customer577;United Kingdom
13090;Customer578;United Kingdom
13091;Customer579;United Kingdom
13092;Customer580;United Kingdom
13093;Customer581;United Kingdom
13094;Customer582;United Kingdom
13095;Customer583;United Kingdom
13097;Customer584;United Kingdom
13098;Customer585;United Kingdom
13099;Customer586;United Kingdom
13101;Customer587;United Kingdom
13102;Customer588;United Kingdom
13103;Customer589;United Kingdom
13104;Customer590;United Kingdom
13106;Customer591;United Kingdom
13107;Customer592;United Kingdom
13108;Customer593;United Kingdom
13109;Customer594;United Kingdom
13110;Customer595;United Kingdom
13113;Customer596;United Kingdom
13115;Customer597;United Kingdom
13116;Customer598;United Kingdom
13117;Customer599;United Kingdom
13118;Customer600;United Kingdom
13120;Customer601;United Kingdom
13121;Customer602;United Kingdom
13122;Customer603;United Kingdom
13124;Customer604;United Kingdom
13126;Customer605;United Kingdom
13127;Customer606;United Kingdom
13130;Customer607;United Kingdom
13131;Customer608;United Kingdom
13132;Customer609;United Kingdom
13133;Customer610;United Kingdom
13134;Customer611;United Kingdom
13135;Customer612;United Kingdom
13136;Customer613;United Kingdom
13137;Customer614;United Kingdom
13138;Customer615;United Kingdom
13139;Customer616;United Kingdom
13140;Customer617;United Kingdom
13141;Customer618;United Kingdom
13142;Customer619;United Kingdom
13144;Customer620;United Kingdom
13145;Customer621;United Kingdom
13146;Customer622;United Kingdom
13147;Customer623;United Kingdom
13148;Customer624;United Kingdom
13149;Customer625;United Kingdom
13151;Customer626;United Kingdom
13153;Customer627;United Kingdom
13154;Customer628;United Kingdom
13155;Customer629;United Kingdom
13157;Customer630;United Kingdom
13158;Customer631;United Kingdom
13159;Customer632;United Kingdom
13160;Customer633;United Kingdom
13161;Customer634;United Kingdom
13162;Customer635;United Kingdom
13165;Customer636;United Kingdom
13166;Customer637;United Kingdom
13167;Customer638;United Kingdom
13168;Customer639;United Kingdom
13169;Customer640;United Kingdom
13170;Customer641;United Kingdom
13171;Customer642;United Kingdom
13173;Customer643;United Kingdom
13174;Customer644;United Kingdom
13176;Customer645;United Kingdom
13177;Customer646;United Kingdom
13178;Customer647;United Kingdom
13182;Customer648;United Kingdom
13183;Customer649;United Kingdom
13184;Customer650;United Kingdom
13185;Customer651;United Kingdom
13186;Customer652;United Kingdom
13187;Customer653;United Kingdom
13188;Customer654;United Kingdom
13189;Customer655;United Kingdom
13192;Customer656;United Kingdom
13193;Customer657;United Kingdom
13194;Customer658;United Kingdom
13196;Customer659;United Kingdom
13198;Customer660;United Kingdom
13199;Customer661;United Kingdom
13200;Customer662;United Kingdom
13203;Customer663;United Kingdom
13207;Customer664;United Kingdom
13208;Customer665;United Kingdom
13209;Customer666;United Kingdom
13210;Customer667;United Kingdom
13211;Customer668;United Kingdom
13212;Customer669;United Kingdom
13213;Customer670;United Kingdom
13216;Customer671;United Kingdom
13217;Customer672;United Kingdom
13218;Customer673;United Kingdom
13220;Customer674;United Kingdom
13221;Customer675;United Kingdom
13223;Customer676;United Kingdom
13224;Customer677;United Kingdom
13225;Customer678;United Kingdom
13226;Customer679;United Kingdom
13227;Customer680;United Kingdom
13228;Customer681;United Kingdom
13229;Customer682;United Kingdom
13230;Customer683;United Kingdom
13232;Customer684;United Kingdom
13233;Customer685;United Kingdom
13235;Customer686;United Kingdom
13236;Customer687;United Kingdom
13238;Customer688;United Kingdom
13239;Customer689;United Kingdom
13240;Customer690;United Kingdom
13242;Customer691;United Kingdom
13243;Customer692;United Kingdom
13244;Customer693;United Kingdom
13245;Customer694;United Kingdom
13246;Customer695;United Kingdom
13247;Customer696;United Kingdom
13248;Customer697;United Kingdom
13249;Customer698;United Kingdom
13253;Customer699;United Kingdom
13255;Customer700;United Kingdom
13256;Customer701;United Kingdom
13258;Customer702;United Kingdom
13259;Customer703;United Kingdom
13260;Customer704;United Kingdom
13261;Customer705;United Kingdom
13262;Customer706;United Kingdom
13263;Customer707;United Kingdom
13265;Customer708;United Kingdom
13266;Customer709;United Kingdom
13267;Customer710;United Kingdom
13268;Customer711;United Kingdom
13269;Customer712;United Kingdom
13270;Customer713;United Kingdom
13271;Customer714;United Kingdom
13272;Customer715;United Kingdom
13273;Customer716;United Kingdom
13276;Customer717;United Kingdom
13277;Customer718;United Kingdom
13278;Customer719;United Kingdom
13279;Customer720;United Kingdom
13280;Customer721;United Kingdom
13282;Customer722;United Kingdom
13283;Customer723;United Kingdom
13284;Customer724;United Kingdom
13285;Customer725;United Kingdom
13291;Customer726;United Kingdom
13292;Customer727;United Kingdom
13294;Customer728;United Kingdom
13295;Customer729;United Kingdom
13296;Customer730;United Kingdom
13297;Customer731;United Kingdom
13298;Customer732;United Kingdom
13299;Customer733;United Kingdom
13300;Customer734;United Kingdom
13301;Customer735;United Kingdom
13302;Customer736;United Kingdom
13304;Customer737;United Kingdom
13305;Customer738;United Kingdom
13307;Customer739;United Kingdom
13308;Customer740;United Kingdom
13309;Customer741;United Kingdom
13310;Customer742;United Kingdom
13311;Customer743;United Kingdom
13313;Customer744;United Kingdom
13314;Customer745;United Kingdom
13316;Customer746;United Kingdom
13317;Customer747;United Kingdom
13318;Customer748;United Kingdom
13319;Customer749;United Kingdom
13320;Customer750;United Kingdom
13321;Customer751;United Kingdom
13322;Customer752;United Kingdom
13323;Customer753;United Kingdom
13324;Customer754;United Kingdom
13325;Customer755;United Kingdom
13327;Customer756;United Kingdom
13328;Customer757;United Kingdom
13329;Customer758;United Kingdom
13330;Customer759;United Kingdom
13332;Customer760;United Kingdom
13334;Customer761;United Kingdom
13336;Customer762;United Kingdom
13338;Customer763;United Kingdom
13339;Customer764;United Kingdom
13340;Customer765;United Kingdom
13341;Customer766;United Kingdom
13343;Customer767;United Kingdom
13344;Customer768;United Kingdom
13345;Customer769;United Kingdom
13347;Customer770;United Kingdom
13348;Customer771;United Kingdom
13349;Customer772;United Kingdom
13350;Customer773;United Kingdom
13351;Customer774;United Kingdom
13352;Customer775;United Kingdom
13354;Customer776;United Kingdom
13355;Customer777;United Kingdom
13356;Customer778;United Kingdom
13357;Customer779;United Kingdom
13358;Customer780;United Kingdom
13359;Customer781;United Kingdom
13362;Customer782;United Kingdom
13363;Customer783;United Kingdom
13364;Customer784;United Kingdom
13365;Customer785;United Kingdom
13366;Customer786;United Kingdom
13368;Customer787;United Kingdom
13369;Customer788;United Kingdom
13370;Customer789;United Kingdom
13372;Customer790;United Kingdom
13373;Customer791;United Kingdom
13375;Customer792;United Kingdom
13376;Customer793;United Kingdom
13379;Customer794;United Kingdom
13381;Customer795;United Kingdom
13382;Customer796;United Kingdom
13384;Customer797;United Kingdom
13385;Customer798;United Kingdom
13388;Customer799;United Kingdom
13389;Customer800;United Kingdom
13390;Customer801;United Kingdom
13391;Customer802;United Kingdom
13394;Customer803;United Kingdom
13395;Customer804;United Kingdom
13396;Customer805;United Kingdom
13397;Customer806;United Kingdom
13398;Customer807;United Kingdom
13402;Customer808;United Kingdom
13403;Customer809;United Kingdom
13404;Customer810;United Kingdom
13405;Customer811;United Kingdom
13408;Customer812;United Kingdom
13410;Customer813;United Kingdom
13411;Customer814;United Kingdom
13414;Customer815;United Kingdom
13416;Customer816;United Kingdom
13417;Customer817;United Kingdom
13418;Customer818;United Kingdom
13419;Customer819;United Kingdom
13420;Customer820;United Kingdom
13421;Customer821;United Kingdom
13422;Customer822;United Kingdom
13425;Customer823;United Kingdom
13426;Customer824;United Kingdom
13427;Customer825;United Kingdom
13428;Customer826;United Kingdom
13429;Customer827;United Kingdom
13430;Customer828;United Kingdom
13431;Customer829;United Kingdom
13434;Customer830;United Kingdom
13435;Customer831;United Kingdom
13436;Customer832;United Kingdom
13437;Customer833;United Kingdom
13439;Customer834;United Kingdom
13441;Customer835;United Kingdom
13447;Customer836;United Kingdom
13448;Customer837;United Kingdom
13449;Customer838;United Kingdom
13450;Customer839;United Kingdom
13451;Customer840;United Kingdom
13452;Customer841;United Kingdom
13453;Customer842;United Kingdom
13455;Customer843;United Kingdom
13456;Customer844;United Kingdom
13458;Customer845;United Kingdom
13460;Customer846;United Kingdom
13461;Customer847;United Kingdom
13462;Customer848;United Kingdom
13464;Customer849;United Kingdom
13466;Customer850;United Kingdom
13467;Customer851;United Kingdom
13468;Customer852;United Kingdom
13470;Customer853;United Kingdom
13471;Customer854;United Kingdom
13473;Customer855;United Kingdom
13474;Customer856;United Kingdom
13475;Customer857;United Kingdom
13476;Customer858;United Kingdom
13477;Customer859;United Kingdom
13479;Customer860;United Kingdom
13481;Customer861;United Kingdom
13482;Customer862;United Kingdom
13483;Customer863;United Kingdom
13484;Customer864;United Kingdom
13485;Customer865;United Kingdom
13486;Customer866;United Kingdom
13487;Customer867;United Kingdom
13488;Customer868;United Kingdom
13489;Customer869;United Kingdom
13491;Customer870;United Kingdom
13492;Customer871;Switzerland
13493;Customer872;Switzerland
13494;Customer873;United Kingdom
13495;Customer874;United Kingdom
13496;Customer875;United Kingdom
13497;Customer876;United Kingdom
13499;Customer877;United Kingdom
13500;Customer878;United Kingdom
13501;Customer879;Switzerland
13502;Customer880;United Kingdom
13503;Customer881;United Kingdom
13504;Customer882;United Kingdom
13505;Customer883;Switzerland
13506;Customer884;United Kingdom
13507;Customer885;United Kingdom
13508;Customer886;United Kingdom
13509;Customer887;United Kingdom
13510;Customer888;United Kingdom
13512;Customer889;United Kingdom
13513;Customer890;United Kingdom
13514;Customer891;United Kingdom
13515;Customer892;United Kingdom
13516;Customer893;United Kingdom
13517;Customer894;United Kingdom
13518;Customer895;United Kingdom
13519;Customer896;United Kingdom
13520;Customer897;Switzerland
13521;Customer898;United Kingdom
13522;Customer899;United Kingdom
13523;Customer900;United Kingdom
13524;Customer901;United Kingdom
13525;Customer902;United Kingdom
13527;Customer903;United Kingdom
13529;Customer904;United Kingdom
13531;Customer905;United Kingdom
13532;Customer906;United Kingdom
13533;Customer907;United Kingdom
13534;Customer908;United Kingdom
13536;Customer909;United Kingdom
13538;Customer910;United Kingdom
13539;Customer911;United Kingdom
13544;Customer912;United Kingdom
13546;Customer913;United Kingdom
13548;Customer914;United Kingdom
13549;Customer915;United Kingdom
13551;Customer916;United Kingdom
13552;Customer917;United Kingdom
13555;Customer918;United Kingdom
13557;Customer919;United Kingdom
13558;Customer920;United Kingdom
13560;Customer921;United Kingdom
13561;Customer922;United Kingdom
13562;Customer923;United Kingdom
13563;Customer924;United Kingdom
13564;Customer925;United Kingdom
13565;Customer926;United Kingdom
13566;Customer927;United Kingdom
13568;Customer928;United Kingdom
13569;Customer929;United Kingdom
13570;Customer930;United Kingdom
13571;Customer931;United Kingdom
13572;Customer932;United Kingdom
13573;Customer933;United Kingdom
13575;Customer934;United Kingdom
13576;Customer935;United Kingdom
13577;Customer936;United Kingdom
13579;Customer937;United Kingdom
13581;Customer938;United Kingdom
13583;Customer939;United Kingdom
13584;Customer940;United Kingdom
13587;Customer941;United Kingdom
13588;Customer942;United Kingdom
13589;Customer943;United Kingdom
13590;Customer944;United Kingdom
13591;Customer945;United Kingdom
13592;Customer946;United Kingdom
13593;Customer947;United Kingdom
13594;Customer948;United Kingdom
13596;Customer949;United Kingdom
13598;Customer950;United Kingdom
13599;Customer951;United Kingdom
13600;Customer952;United Kingdom
13601;Customer953;United Kingdom
13602;Customer954;United Kingdom
13603;Customer955;United Kingdom
13606;Customer956;United Kingdom
13607;Customer957;United Kingdom
13610;Customer958;United Kingdom
13611;Customer959;United Kingdom
13614;Customer960;United Kingdom
13615;Customer961;United Kingdom
13617;Customer962;United Kingdom
13618;Customer963;United Kingdom
13621;Customer964;United Kingdom
13623;Customer965;United Kingdom
13626;Customer966;United Kingdom
13627;Customer967;United Kingdom
13629;Customer968;United Kingdom
13630;Customer969;United Kingdom
13631;Customer970;United Kingdom
13632;Customer971;United Kingdom
13634;Customer972;United Kingdom
13635;Customer973;United Kingdom
13636;Customer974;United Kingdom
13637;Customer975;United Kingdom
13638;Customer976;United Kingdom
13639;Customer977;United Kingdom
13642;Customer978;United Kingdom
13643;Customer979;United Kingdom
13644;Customer980;United Kingdom
13645;Customer981;United Kingdom
13647;Customer982;United Kingdom
13649;Customer983;United Kingdom
13650;Customer984;United Kingdom
13651;Customer985;United Kingdom
13652;Customer986;United Kingdom
13654;Customer987;United Kingdom
13655;Customer988;United Kingdom
13656;Customer989;United Kingdom
13657;Customer990;United Kingdom
13658;Customer991;United Kingdom
13659;Customer992;United Kingdom
13662;Customer993;United Kingdom
13663;Customer994;United Kingdom
13666;Customer995;United Kingdom
13667;Customer996;United Kingdom
13668;Customer997;United Kingdom
13669;Customer998;United Kingdom
13670;Customer999;United Kingdom
13672;Customer1000;United Kingdom
13673;Customer1001;United Kingdom
13675;Customer1002;United Kingdom
13678;Customer1003;United Kingdom
13680;Customer1004;United Kingdom
13681;Customer1005;United Kingdom
13682;Customer1006;United Kingdom
13684;Customer1007;United Kingdom
13685;Customer1008;United Kingdom
13686;Customer1009;United Kingdom
