id;title;tagnames;author_id;body;node_type;parent_id;abs_parent_id;added_at;score;state_string;last_edited_id;last_activity_by_id;last_activity_at;active_revision_id;extra;extra_ref_id;extra_count;marked
11003549;;cs215 ;100020078;"<p><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a></a></a>, you're right about the LP, I remembered that the dual was Dijkstra as soon as I posted my comment, we don't want that because we want to exploit unit edges.</p>
<p>SVD is exact in theory, although as far as I remember, the fastest algorithms for computing SVD are iterative and numerical, so yes, you would be dealing with floats and need to worry about conversion back to integers. I tried implementing SVD, but numpy wouldn't compute it because the array is too large. Maybe there is some special algorithm for sparse binary matrices? I think I will try to implement this in Mathematica.</p>
<p><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3""><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3"">@D</a></a> Kulakovsky: BFS for all-pairs shortest paths is $%O(V(V + E))$% which for the graphs with large number of edges is $%O(V^3)$%. The paper that <a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a></a></a> linked to above describes an algorithm which is $%O(V^k \log{(V)})$%, with $%k &lt; 3$%, so in should be faster than all-pairs BFS with large number of vertices. However, it requires a sophisticated implementation of matrix multiplication and would probably  not be faster than BFS in our problem because of the relatively small number of edges.</p>";comment;11003441;11003416;2012-07-23 05:00:52.996099+00;0;;11031788;100020078;2012-07-23 05:08:35.559539+00;11005166;\N;\N;0;f
11003552;;cs215 ;100020078;"<p><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3""><a href=""http://forums.udacity.com/users/100073491/dmitry-kulakovsky-3"">@D</a></a> Kulakovsky, and this is why we are trying to find an approach which exploits the sparse nature of adjacency matrix or the fact that it is binary. Also, don't discount the constants, you essentially only need half of the adjacency matrix because it is symmetric, so this would give you a constant of $%(\frac{1}{2})^{2.376}$% for the whole algorithm whereas in BFS you really do explore all of $%V(V+E)$% edges and vertices.</p>
<p>Also, I was thinking about the way to combine BFS for some vertices and matrix powers when they both give partial results.</p>";comment;11003441;11003416;2012-07-23 05:20:56.282881+00;0;;11031797;100020078;2012-07-23 05:23:16.415247+00;11005173;\N;\N;0;f
11003572;;cs215 ;100073491;"<p>I have a feeling that bipartite property can be utilized to give us at least some constant improvement but all my ""enhancements"" are failing so far to improve running time. It is also worthwhile to note that such kind of bipartites are asymmetrical, i.e. #of movie vertices &lt;&lt; #of actor vertices which might be useful. Yet another note is that imdb graphs (as many other social network graphs) have small diameters. Not sure if later can be used to improve the algo though. In any case, my current intuition is that no significant improvement is possible for a generic undirected/unweighted APSP problem, but there might be some options for special cases.</p>";comment;11003441;11003416;2012-07-23 14:05:51.859111+00;0;;\N;100073491;2012-07-23 14:05:51.859111+00;11005204;\N;\N;0;f
11003577;;cs215 ;100026104;"<p>Your original function:</p>
<pre><code>def mode_ked4r_original(L):
    counts = {}
    modev, maxcount = None, 0
    for v in L:
        counts[v] = counts.get(v, 0) + 1
        if counts[v] &gt; maxcount:
            modev, maxcount = v, counts[v]
    return modev
</code></pre>
<p>gave the results:</p>
<pre><code>mode_anthony was 1.33405692233 times faster than mode_ked4r_original
mode_anthony was 1.17918109108 times faster than mode_ked4r_original
mode_anthony was 1.18210110186 times faster than mode_ked4r_original
mode_anthony was 1.10258397933 times faster than mode_ked4r_original
mode_anthony was 1.0609190241 times faster than mode_ked4r_original
mode_anthony was 1.17678345125 times faster than mode_ked4r_original
mode_anthony was 1.09760659585 times faster than mode_ked4r_original
mode_anthony was 1.11778118909 times faster than mode_ked4r_original
mode_anthony was 1.0900721128 times faster than mode_ked4r_original
mode_anthony was 1.09776219598 times faster than mode_ked4r_original
mode_anthony was 1.09745768945 times faster than mode_ked4r_original
mode_anthony was 1.1055880216 times faster than mode_ked4r_original

mode_anthony is 1.13286480625 times faster than mode_ked4r_original on average
</code></pre>
<p>But your new function is much better, giving the results:</p>
<pre><code>mode_ked4r_v2 was 1.12518124698 times faster than mode_anthony
mode_ked4r_v2 was 1.12430752601 times faster than mode_anthony
mode_ked4r_v2 was 1.06000375023 times faster than mode_anthony
mode_ked4r_v2 was 1.21992622335 times faster than mode_anthony
mode_ked4r_v2 was 1.15733403479 times faster than mode_anthony
mode_ked4r_v2 was 1.14806194236 times faster than mode_anthony
mode_ked4r_v2 was 1.16833257318 times faster than mode_anthony
mode_ked4r_v2 was 1.1740927173 times faster than mode_anthony
mode_ked4r_v2 was 1.16131848172 times faster than mode_anthony
mode_ked4r_v2 was 1.18142592791 times faster than mode_anthony
mode_ked4r_v2 was 1.18242138587 times faster than mode_anthony
mode_ked4r_v2 was 1.17942528954 times faster than mode_anthony

mode_ked4r_v2 is 1.15681925827 times faster than mode_anthony on average
</code></pre>";comment;11003474;11003466;2012-07-23 15:56:57.401007+00;0;;\N;100026104;2012-07-23 15:56:57.401007+00;11005210;\N;\N;0;f
11003591;;cs215 ;100025468;"<p><a href=""http://forums.udacity.com/users/100011294/jeff-blohm""><a href=""http://forums.udacity.com/users/100011294/jeff-blohm"">@Jeff</a></a>: Isn't this expression also an approximation? Shouldn't <a href=""http://forums.udacity.com/users/100004818/jean-victor-cote""><a href=""http://forums.udacity.com/users/100004818/jean-victor-cote"">@Jean-Victor</a></a> be using $%\lfloor \log_2(i) \rfloor$%?</p>";comment;11003521;11003503;2012-07-23 19:04:49.523669+00;0;;\N;100025468;2012-07-23 19:04:49.523669+00;11005227;\N;\N;0;f
11003597;;cs215 ;100103101;"<p>Milos: Ooh, that's cool.  I hadn't seen that before.  Very clever!</p>
<p>(Of course, using this idea for the current question gives you an n log n solution.)</p>";comment;11003595;11003588;2012-07-23 20:49:35.513211+00;0;;\N;100103101;2012-07-23 20:49:35.513211+00;11005238;\N;\N;0;f
11003602;;cs215 ;100073491;<p>Wow, Nice!</p>;comment;11003595;11003588;2012-07-23 21:23:01.288635+00;0;;\N;100073491;2012-07-23 21:23:01.288635+00;11005244;\N;\N;0;f
11003641;;cs215 ;100073491;"<p>Here are the few problems I see:<br>
1. The code is not fully specified: <code>centrality</code> function is not defined, <code>make_link</code> is not defined (but we can assume you used a ""standard"" version of it)<br>
2. You ignore year information when considering movie identity. This is not a fatal mistake as with this particular dataset it does not sufficiently affect the results but still is problematic from code correctness standpoint. You can find further discussion of this topic <a href=""http://forums.udacity.com/cs215/questions/3318/closed-issues-with-ps4-6-actor-centrality"" rel=""nofollow"">here</a><br>
3. Performing sorting operation in a loop. This is really unnecessary and could significantly impact performance, depending on sorting algorithm used by a Python <code>sort</code> function. Sorting can be easily moved outside the loop and done once after all centrality ranks are computed. Strictly speaking, sorting is not needed here at all as you can use a top-k algorithm and save some (non-essential in this case) CPU cycles.</p>";comment;11003632;11003605;2012-07-24 07:08:55.97934+00;0;;11032270;100073491;2012-07-24 07:09:44.107867+00;11005318;\N;\N;0;f
11003663;;cs215 ;100026104;"<p><a href=""http://forums.udacity.com/users/100103101/michael-littman""><a href=""http://forums.udacity.com/users/100103101/michael-littman"">@Michael Littman</a></a> 1 : Usually in the other courses, we get a great deal more videos, and one of the features is that students get to ask questions of the Prof or the TA, and have them answered in an ""Office Hours"" segment.</p>
<p>If you are off site, I completely understand; however, maybe a google chat session might be doable?</p>
<p>Also, although I think that the answer videos not being posted right away is a very good thing, as it gives us time to do the work, I would  like to see more of them; for, I find videos that explain a pro's thought process are very useful in getting me to think similarly.</p>
<p>BTW... even though there are occasionally errors in the course vids or questions, and although I might complain about the issues on the boards, I really did want to complement you on your teaching style;  you are obviously well practised at it, and really quite good.</p>
<p>L8r,<br>
Anthony</p>";comment;11003446;11003446;2012-07-24 14:29:11.633875+00;0;;11032435;100026104;2012-07-24 14:34:38.940102+00;11005361;\N;\N;0;f
11003670;;cs215 ;100025877;<p>IE hardly counts as a functional web browser. I strongly recommend at least having Chrome or Opera in the back pocket.</p>;comment;11003661;11003623;2012-07-24 15:58:01.494105+00;0;;\N;100025877;2012-07-24 15:58:01.494105+00;11005378;\N;\N;0;f
11003690;;cs215 ;100011294;"<p>I don't feel like you overstepped.  We're all equals here and we're all trying to help.  Looking back on the example I chose, I'm inclined to agree with you... I probably should have picked something simple like [1,2,3] just to illustrate how the result changes with changes to x.</p>
<p>Of course, <a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic"">@Milos</a></a></a></a> is also correct. We really need to encourage people to search the existing discussions.  In this case, he could have found several discussion which contained the actual answers, either stated or in code.  </p>
<p>This Udacity environment is amazing.  There are so many people from so many cultures and so many different levels of experience.  Hopefully most of the time people will be happy with the interactions, but sometimes there will be problems/misunderstandings.</p>
<p>PS: <a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic"">@Milos</a></a></a></a> please continue sharing your work.  I've particularly enjoyed your postings on the proofs!</p>";comment;11003665;11003622;2012-07-24 20:17:13.859604+00;0;;11032592;100011294;2012-07-24 20:18:04.254712+00;11005417;\N;\N;0;f
11003692;;cs215 ;100020078;"<p><a href=""http://forums.udacity.com/users/100011294/jeff-blohm""><a href=""http://forums.udacity.com/users/100011294/jeff-blohm"">@Jeff</a></a>, I was actually wondering before I started posting on the Udacity forums if there are some guidelines regarding posting homework solutions? </p>
<p>My own rule of thumb is that it is ok to give small hints or point out the calculation/code mistakes or logical flaws in arguments. I only write out a full solution/proof only when someone else has already provided an answer and I think that my approach is sufficiently different to provide a different perspective.</p>
<p>Sorry, I did not mean to indicate that I would not continue to post, just my concerns regarding providing direct answers (but this is a whole separate topic of how something like that could be handled in online education). With that said, I have really enjoying the discussions here - I already loved the topic, but it is great that so many people are passionate about it and also this way of learning.</p>";comment;11003665;11003622;2012-07-24 20:57:24.837484+00;0;;11032602;100020078;2012-07-24 20:58:04.375194+00;11005420;\N;\N;0;f
11003693;;cs215 ;100012879;<p>The course is self paced, they don't have to wait</p>;comment;11003668;11003668;2012-07-24 21:43:00.031677+00;2;;\N;100012879;2012-07-24 21:43:00.031677+00;11005421;\N;\N;0;f
11003695;;cs215 ;100012879;<p>I tried it but it wasn't a spectacular reduction in time :(</p>;comment;11003673;11003648;2012-07-24 21:45:40.72512+00;0;;11032617;100012879;2012-07-24 21:46:57.029151+00;11005424;\N;\N;0;f
11003699;;cs215 ;100020078;<p>really cool! that library has some wonderful visualizations.</p>;comment;11003698;11003698;2012-07-24 22:10:14.239792+00;0;;\N;100020078;2012-07-24 22:10:14.239792+00;11005429;\N;\N;0;f
11003701;;cs215 ;100026104;<p>it's up...</p>;comment;11003668;11003668;2012-07-24 22:24:03.971205+00;0;;\N;100026104;2012-07-24 22:24:03.971205+00;11005431;\N;\N;0;f
11003705;;cs215 ;100016349;<p>As long as you want.  I'll update my post.</p>;comment;11003704;11003606;2012-07-24 23:04:53.132575+00;0;;\N;100016349;2012-07-24 23:04:53.132575+00;11005436;\N;\N;0;f
11003711;;cs215 ;100036189;<p>That is gorgeous.</p>;comment;11000785;11000622;2012-07-25 01:26:13.963922+00;0;;\N;100036189;2012-07-25 01:26:13.963922+00;11005444;\N;\N;0;f
11003713;;cs215 ;100068367;<p>Thanks Jon! :-)</p>;comment;11001466;11000622;2012-07-25 01:56:33.617588+00;0;;\N;100068367;2012-07-25 01:56:33.617588+00;11005446;\N;\N;0;f
11003714;;cs215 ;100005924;<p>I appended the year to title to get distinct title. There could be movies with same titles in different years.</p>;comment;11003687;11003680;2012-07-25 02:24:22.428666+00;0;;\N;100005924;2012-07-25 02:24:22.428666+00;11005448;\N;\N;0;f
11003759;;cs215 ;100002309;"<p>The node of interest in determining its expected value is v; neither w nor x.  The node w is a neighbor to v, and x is a neighbor to w.  The quote, as you have stated, describes the edges (w,x), not the node v, to have been selected uniformly at random.  Sampling is synonymous with selection, and sampling is to be performed uniformly at random, is it not?  Therefore, it is difficult to determine what it is that the question is asking, and for all I know, I implemented it incorrectly despite having been told that my solution was correct: I may be required to sample the neighbors of v a very large number of times, such that the approximate solution approaches the exact solution, and hope that it gets close enough to be graded as correct upon submission.</p>";comment;11003726;11003710;2012-07-25 13:08:41.209317+00;0;;\N;100002309;2012-07-25 13:08:41.209317+00;11005521;\N;\N;0;f
11003760;;cs215 ;100013357;"<p>This is a good idea, i didn't think of it. But i thought movies have distinct names, and if it is a sequel will have a number or something attached after the name - like Terminator III instead of Terminator - just saying ;-)</p>";comment;11003687;11003680;2012-07-25 13:47:12.874572+00;1;;\N;100013357;2012-07-25 13:47:12.874572+00;11005522;\N;\N;0;f
11003797;;cs215 ;100020078;"<p><a href=""http://forums.udacity.com/users/100025468/ked4r-4""><a href=""http://forums.udacity.com/users/100025468/ked4r-4"">@ked4r</a></a>, I must admit that statistics are my weak side of mathematics (some people don't call it mathematics), so I would have to carefully look at the statistics used in the algorithm to make an educated comment. Certainly, the time improvement is impressive and I think that it is a clever idea to compute exact distances from a selected subset of nodes and then estimate the others from there. </p>
<p>I was thinking about using the stats in a method that for each vertex finds a partial list of shortest paths, but this is difficult without either running full bfs or being biased towards nodes with short distances and running into some data dependency issues.</p>
<p>I think that the following is my main disappointment with the exact APSP algorithms that we have encountered. Using bfs from every node computes the shortest path between many intermediate nodes in the tree. However, this information never gets used again in successive iterations of bfs originating at a different vertex, so it just feels like there could be a lot of redundant computations. It would be very cool if there was a statistical way which actually exploits the structure of a graph, like Bayesian inference, but unfortunately I don't know much about this.</p>";comment;11003793;11003416;2012-07-26 02:58:09.136094+00;1;;11033352;100020078;2012-07-26 02:59:45.855979+00;11005578;\N;\N;0;f
11003803;;cs215 ;100025468;<p>I think the Chan paper is the best approach (so far) I have read that uses BFS and reduces some redundant computation. I haven't thought about message passing algorithms but I think such an approach may be a modification of the floyd-warshall DP algorithm. Will have to think about it more. So far, the sampling approach is quite powerful and fast. Haven't been able to get a faster method yet.</p>;comment;11003793;11003416;2012-07-26 03:31:16.89184+00;0;;\N;100025468;2012-07-26 03:31:16.89184+00;11005584;\N;\N;0;f
11003827;;cs215 ;100008098;"<p>In Linux the code raises a ZeroDivisionError because of the difference in time.clock(). <a href=""http://stackoverflow.com/questions/85451/python-time-clock-vs-time-time-accuracy/85519#85519"" rel=""nofollow"">http://stackoverflow.com/questions/85451/python-time-clock-vs-time-time-accuracy/85519#85519</a></p>
<p>I changed it to use time.time() and I got these results:</p>
<pre><code>mode_anthony was 2.01988217968 times faster than mode_chris
mode_anthony was 1.4913899139 times faster than mode_chris
mode_anthony was 1.03311825125 times faster than mode_chris
mode_chris was 1.46840148699 times faster than mode_anthony
mode_chris was 1.93586516932 times faster than mode_anthony
mode_chris was 1.81030105852 times faster than mode_anthony
mode_chris was 1.92336357843 times faster than mode_anthony
mode_chris was 2.09759486048 times faster than mode_anthony
mode_chris was 2.11126187578 times faster than mode_anthony
mode_chris was 2.08998777405 times faster than mode_anthony
mode_chris was 1.96135059964 times faster than mode_anthony
mode_chris was 2.00775678066 times faster than mode_anthony
</code></pre>
<p>Would you mind running my code as I'm just curious about the Windows/Linux difference?</p>
<pre><code>def mode_chris(L):
    counts = defaultdict(int)
    for i in L:
        counts[i] += 1
    return max(counts.items(), key=itemgetter(1))[0]
</code></pre>";comment;11003504;11003466;2012-07-26 19:50:56.058902+00;0;;\N;100008098;2012-07-26 19:50:56.058902+00;11005620;\N;\N;0;f
11003860;;cs215 ;100011294;"<p><a href=""http://forums.udacity.com/users/100020078/milos-curcic""><a href=""http://forums.udacity.com/users/100020078/milos-curcic"">@Milos</a></a>, Udacity seems to gradually be evolving the ways in which they run classes.  In previous sessions, we had semi-hard deadlines for homework.  Back then the 'rules' were pretty easy:</p>
<ul>
<li>Before the deadline, give hints/guidance.</li>
<li>After the deadline, share full solutions.</li>
</ul>
<p>But now, with 'no deadlines', it's a lot harder to figure out what to do.  I haven't seen any real guidance from Udacity on this, so it seems that it is really up to us to blunder our way through.</p>
<p>Personally, I really DON'T want this to become an ego battle where people race to see who can post their solution first. (So far this hasn't been an issue.)  I'd rather see people wait at least four or five days from homework release before they post complete solutions.  But it's hard to even suggest this when the homework release dates aren't consistent from week to week.</p>
<p>So all I think we can do for now is to be careful to put 'spoiler' in the tags when we publish solutions.</p>
<p>As a final comment, I enjoy reading the solutions that other folks come up with... especially the ones that have a unique take/approach to the problem.</p>";comment;11003665;11003622;2012-07-27 02:37:42.673653+00;0;;\N;100011294;2012-07-27 02:37:42.673653+00;11005664;\N;\N;0;f
11003885;;cs215 ;100011294;"<p>If you are on windows7, and your configuration is relatively normal, the line in your program should be:</p>
<pre><code>marvelG = read_graph('C:\Users\suh\Desktop\uniq_edges.tsv')
</code></pre>
<p>One last idea.</p>
<p>You should go back and look at how you got the yob1995 file open.  You should then 'model' your imdb code so it is similar to the 'yob' code.</p>
<ul>
<li>Put the .py file for the imdb problem in the same directory as the .py file for the yob problem.</li>
<li>Put the .tsv file for the imdb problem in the same directory as the yob1995.txt file.</li>
<li>Make sure that the parameter to read_list in the yob problem is structured the same as the parameter to read_graph in the imdb problem.  Yes, the <em>names</em> of the files will be different, but if you didn't have a path for the yob problem you shouldn't have a path for the imdb problem.</li>
<li>Make SURE that you are spelling the name of the file correctly.</li>
</ul>
<p>Since you were able to make the yob solution work, by following the steps above, your imdb data should be read in successfully.</p>
<p>If not, then I don't think I have any other suggestions for you.  Maybe someone else can help...</p>";comment;11003851;11003806;2012-07-27 06:43:21.763856+00;0;;11033772;100011294;2012-07-27 06:44:08.788059+00;11005702;\N;\N;0;f
11003905;;cs215 ;100011294;"<p>This thread has gotten a bit mixed-up because of editing and upvoting.  <a href=""http://forums.udacity.com/users/100045571/andre"">@Andre</a> was initially just trying to get a better understanding of what the weight of a connection was (because the video had no subtitles).</p>
<p>The reference to Professor Michael was/is (I think) a request for you to explain the algorithmic complexity of the solution you wrote for the problem.  <a href=""http://forums.udacity.com/users/100027939/aleksandr-luferov""><a href=""http://forums.udacity.com/users/100027939/aleksandr-luferov"">@Aleksandr</a></a> proposed N**3 in the worst case.</p>";comment;11003854;11003844;2012-07-27 17:24:00.79787+00;1;;11033915;100011294;2012-07-27 17:24:28.597638+00;11005737;\N;\N;0;f
