""	13.530804540476367
"14813"	2.8263333333333334
"14821"	2.5250000000000004
"14825"	3.31
"14829"	1.9207142857142865
"14849"	3.342941176470589
"14850"	5.95
"14865"	0.4533333333333333
"14866"	0.72
"14867"	8.95
"14871"	3.7800000000000007
"14896"	2.33875
"14898"	7.2700000000000005
"14901"	3.5162499999999994
"14907"	3.5589583333333326
"14911"	5.02636792452831
"14932"	9.449411764705884
"14952"	4.7909999999999995
"14961"	2.8228947368421053
"14987"	2.55
"15002"	3.0306451612903236
"15005"	2.900000000000001
"15012"	2.7072222222222218
"15018"	7.3
"15021"	2.5435087719298237
"15023"	3.5202702702702693
"15024"	2.893958333333334
"15028"	2.788571428571429
"15032"	2.0033333333333334
"15038"	2.989428571428571
"15039"	3.5188695652173885
"15044"	5.0398275862068935
"15048"	2.884782608695653
"15061"	2.3381651376146793
"15070"	2.95
"15078"	2.918181818181819
"15079"	4.1
"15081"	3.0749999999999997
"15093"	2.0655555555555565
"15100"	10.949999999999998
"15107"	6.6
"15111"	4.050000000000001
"15159"	7.053333333333331
"15165"	4.987037037037037
"15179"	0.55
"15180"	3.266666666666666
"15181"	4.6
"15192"	3.2900000000000005
"15194"	2.82925925925926
"15211"	5.164782608695652
"15221"	12.740909090909092
"15224"	5.8
"15235"	3.2777777777777777
"15240"	1.8166666666666667
"15260"	3.079411764705883
"15271"	1.4666666666666668
"15279"	3.6
"15288"	3.034615384615385
"15291"	3.0
"15298"	2.4205882352941184
"15299"	3.2300000000000004
"15301"	2.624411764705882
"15304"	6.910000000000001
"15311"	2.961925925925925
"15329"	5.3999999999999995
"15332"	2.8411428571428576
"15347"	2.2700000000000005
"15350"	2.6700000000000004
"15351"	2.555283018867925
"15353"	4.125
"15356"	1.899999999999997
"15358"	2.221951219512195
"15361"	1.3442857142857143
"15363"	2.9875000000000003
"15373"	9.35909090909091
"15380"	2.95
"15384"	2.9
"15426"	2.989999999999998
"15454"	2.7820000000000005
"15465"	6.1499999999999995
"15468"	1.25
"15485"	4.017826086956521
"15498"	12.747241379310344
"15502"	6.0787499999999985
"15503"	2.053142857142857
"15513"	5.036666666666667
"15514"	2.890973451327434
"15525"	3.346666666666667
"15529"	2.358235294117647
"15535"	12.75
"15544"	1.9530769230769232
"15545"	2.9829032258064516
"15547"	2.4003571428571426
"15555"	1.9198958333333327
"15570"	3.2612941176470565
"15574"	2.0965289256198334
"15581"	3.197142857142858
"15596"	4.461428571428572
"15601"	1.7191666666666674
"15602"	2.33
"15605"	4.850000000000001
"15628"	1.4668421052631584
"15640"	2.6825000000000006
"15646"	1.3911764705882352
"15649"	4.25
"15658"	7.192857142857144
"15660"	2.77
"15680"	2.1813333333333333
"15689"	2.6750000000000003
"15694"	6.156153846153846
"15708"	3.797777777777777
"15713"	6.654999999999999
"15716"	2.5000000000000004
"15723"	2.585365853658537
"15732"	1.8439999999999999
"15738"	1.9200000000000004
"15750"	1.9590476190476194
"15752"	1.885714285714286
"15769"	2.55
"15777"	3.96
"15805"	1.9727272727272727
"15808"	3.3916666666666657
"15811"	3.6937500000000005
"15823"	15.0
"15827"	4.358571428571429
"15834"	6.949999999999999
"15838"	1.3450000000000002
"15854"	3.9633333333333343
"15856"	2.731333333333334
"15858"	3.309545454545454
"15860"	2.5006666666666666
"15862"	3.2349999999999994
"15867"	3.7173333333333334
"15880"	2.161509433962263
"15881"	2.54
"15882"	2.0388235294117654
"15889"	2.9484848484848474
"15894"	1.9965789473684215
"15898"	3.1867187499999994
"15899"	4.125
"15916"	5.200000000000001
"15919"	2.9171428571428564
"15922"	4.2875000000000005
"15923"	2.8147619047619052
"15945"	2.75
"15953"	2.533125
"15955"	2.9455000000000005
"15965"	2.5012500000000006
"15973"	4.4275
"15983"	2.113827160493826
"15984"	2.2700000000000005
"15987"	2.5755555555555554
"15996"	3.724687500000001
"15998"	2.6062711864406767
"16010"	2.704166666666667
"16011"	2.3087500000000007
"16013"	3.25
"16016"	3.1234285714285703
"16019"	5.55625
"16029"	2.7925
"16033"	3.1130769230769237
"16042"	6.1
"16048"	1.6212499999999999
"16059"	2.4027777777777777
"16062"	3.0799999999999996
"16065"	1.8732432432432429
"16081"	3.5295454545454548
"16083"	1.035294117647059
"16086"	3.3425000000000002
"16098"	5.970833333333334
"16122"	1.7740000000000005
"16125"	3.2092307692307696
"16138"	7.95
"16140"	1.7099999999999997
"16143"	2.9411764705882355
"16150"	3.338181818181819
"16161"	4.023684210526316
"16163"	4.92
"16168"	4.666666666666667
"16186"	1.923
"16191"	0.8099999999999999
"16202"	3.4850000000000003
"16203"	3.0772727272727276
"16210"	2.3112903225806454
"16218"	1.1696428571428574
"16221"	2.989166666666667
"16233"	12.95
"16241"	3.910714285714286
"16244"	2.6331746031746035
"16250"	3.376428571428572
"16252"	3.195238095238095
"16255"	4.89423076923077
"16262"	5.983333333333333
"16265"	3.3668421052631583
"16274"	4.277611940298504
"16293"	3.406250000000001
"16306"	2.1
"16327"	1.763787878787879
"16350"	5.333333333333333
"16353"	4.25
"16365"	6.526666666666666
"16367"	2.7681081081081094
"16385"	2.2166666666666663
"16393"	2.147727272727273
"16402"	2.6271929824561386
"16411"	2.2785714285714285
"16422"	1.8942857142857144
"16442"	2.53108695652174
"16455"	2.129666666666667
"16456"	1.9656249999999995
"16458"	2.5799999999999996
"16477"	2.55
"16499"	5.662500000000001
"16510"	5.346153846153846
"16519"	6.119999999999999
"16520"	2.2479999999999998
"16525"	3.6211111111111114
"16539"	2.407142857142858
"16546"	1.406666666666667
"16550"	2.7870588235294105
"16552"	4.638
"16553"	4.25
"16558"	3.307333333333334
"16565"	5.116666666666667
"16570"	10.85
"16579"	2.55
"16583"	2.5642857142857145
"16596"	4.199999999999999
"16634"	4.699999999999999
"16638"	2.1
"16654"	5.7
"16656"	1.2974999999999999
"16658"	3.0212499999999998
"16665"	5.388888888888889
"16679"	6.916666666666667
"16700"	1.8871428571428572
"16701"	2.1754545454545458
"16710"	2.168620689655172
"16713"	3.4621311475409824
"16717"	4.710000000000002
"16718"	2.3368888888888892
"16719"	4.527045454545453
"16722"	1.4769047619047624
"16725"	3.2332
"16726"	2.2710000000000004
"16727"	1.6636956521739128
"16752"	13.594444444444447
"16754"	0.62
"16770"	2.65
"16775"	4.208333333333334
"16779"	2.8589189189189192
"16781"	5.355263157894737
"16782"	3.5769230769230758
"16795"	2.2053030303030297
"16810"	16.95
"16812"	5.533333333333335
"16814"	3.3126666666666673
"16817"	1.6214285714285717
"16835"	5.34
"16839"	3.9739999999999993
"16858"	5.09923076923077
"16861"	3.68
"16863"	1.55
"16873"	5.590882352941175
"16883"	3.661176470588236
"16891"	2.751449275362318
"16893"	2.597111111111112
"16898"	2.243636363636364
"16904"	2.933870967741937
"16905"	3.9470000000000005
"16907"	2.662941176470589
"16916"	2.541800000000001
"16919"	3.3463636363636367
"16923"	3.186792452830188
"16926"	6.9785714285714295
"16927"	1.035
"16928"	1.25
"16931"	1.974390243902439
"16950"	7.816666666666666
"16955"	5.3687499999999995
"16983"	2.4766666666666666
"16995"	1.25
"17017"	1.5466666666666666
"17019"	2.134285714285714
"17025"	1.972
"17026"	4.816666666666666
"17041"	2.754444444444445
"17059"	2.133589743589741
"17062"	2.124615384615385
"17068"	2.6020833333333333
"17069"	3.2954545454545454
"17076"	4.835714285714286
"17085"	2.639107142857143
"17091"	3.5
"17097"	3.224249999999999
"17126"	2.676190476190476
"17135"	1.21
"17158"	2.9296
"17179"	2.2275000000000005
"17181"	0.805
"17188"	3.518333333333333
"17191"	2.628194444444444
"17194"	3.694285714285715
"17198"	3.030519480519479
"17211"	2.2245454545454546
"17213"	4.256666666666667
"17218"	2.6939772727272713
"17220"	3.956250000000001
"17223"	5.111666666666667
"17227"	1.455
"17228"	1.896666666666667
"17231"	2.5501851851851858
"17235"	3.4299999999999997
"17236"	2.8755555555555556
"17238"	3.737999999999998
"17243"	3.438709677419355
"17251"	3.503589743589744
"17259"	2.2140229885057465
"17262"	3.5700000000000003
"17287"	2.8922727272727276
"17293"	2.931428571428572
"17303"	2.940943396226415
"17307"	1.06
"17320"	3.860909090909091
"17324"	2.033333333333333
"17338"	2.8591071428571437
"17339"	3.75
"17340"	5.6036781609195385
"17341"	2.1362111801242234
"17346"	2.2508571428571433
"17371"	4.69125
"17372"	1.4560869565217387
"17375"	2.7861904761904768
"17377"	3.334285714285715
"17381"	1.6745454545454543
"17396"	3.75
"17402"	4.5150000000000015
"17406"	2.673684210526315
"17411"	3.75
"17412"	4.706250000000001
"17419"	3.512631578947369
"17420"	5.57142857142857
"17428"	3.710416666666667
"17430"	2.68
"17442"	8.5
"17450"	3.9133333333333327
"17456"	1.5076470588235296
"17460"	6.0249999999999995
"17470"	2.2772727272727273
"17491"	1.4000000000000004
"17511"	3.000526315789473
"17519"	3.8526315789473684
"17524"	1.5916666666666668
"17526"	4.55
"17530"	2.547384615384615
"17547"	2.95
"17548"	1.3242857142857145
"17552"	3.714615384615384
"17567"	3.511111111111112
"17572"	2.95
"17576"	3.4154545454545455
"17581"	2.4523684210526313
"17591"	3.7193749999999985
"17596"	2.2611666666666683
"17611"	2.5777272727272726
"17616"	2.55
"17618"	2.855849056603773
"17643"	4.01875
"17646"	3.2555555555555555
"17655"	4.343333333333334
"17659"	6.308333333333334
"17671"	3.119411764705883
"17674"	0.6581818181818182
"17675"	3.128823529411765
"17676"	2.2733333333333334
"17677"	2.7377777777777785
"17682"	2.008333333333333
"17685"	1.4661538461538464
"17690"	3.713461538461539
"17691"	3.894444444444444
"17696"	2.9385714285714286
"17700"	3.283333333333333
"17702"	3.7599999999999993
"17706"	3.1210714285714296
"17720"	4.25
"17722"	3.447173913043476
"17732"	4.949444444444445
"17735"	2.409090909090909
"17757"	2.799999999999998
"17760"	2.6244444444444444
"17787"	3.507096774193548
"17790"	3.87
"17796"	4.210526315789474
"17799"	2.1869696969696966
"17802"	1.5350000000000001
"17809"	3.6233333333333335
"17812"	2.3424242424242423
"17816"	1.091
"17819"	3.780714285714286
"17827"	2.7305357142857116
"17838"	3.25093023255814
"17841"	3.808315789473687
"17850"	3.9603703703703643
"17855"	1.7658823529411765
"17857"	0.855
"17858"	5.355263157894737
"17860"	2.5563793103448273
"17863"	1.4695238095238092
"17865"	2.378888888888889
"17869"	5.483125
"17870"	2.55
"17873"	2.0166666666666666
"17880"	2.461538461538462
"17884"	2.370468749999999
"17890"	2.2679687499999996
"17894"	2.4527777777777775
"17897"	3.460410958904109
"17905"	4.7782608695652184
"17908"	2.67258620689655
"17912"	3.5075000000000003
"17917"	2.331034482758621
"17920"	2.8271578947368403
"17924"	4.65
"17925"	3.39
"17937"	3.2905555555555557
"17949"	10.95
"17950"	2.2640000000000002
"17951"	4.4
"17954"	3.928823529411765
"17961"	3.6224137931034486
"17964"	3.5617142857142863
"17965"	3.929166666666667
"17967"	1.8797916666666674
"17968"	1.929176470588234
"17969"	2.745714285714286
"17975"	4.349285714285715
"17976"	3.5319999999999983
"17978"	2.3633333333333333
"17990"	3.5142857142857147
"17999"	3.632631578947369
"18004"	2.7652500000000004
"18011"	2.361071428571428
"18016"	3.247368421052633
"18037"	5.216666666666666
"18041"	1.9415454545454527
"18043"	2.894999999999999
"18044"	2.3
"18055"	4.660212765957444
"18061"	4.851666666666666
"18065"	3.34
"18071"	2.6892857142857145
"18074"	4.7807692307692315
"18075"	2.8891666666666667
"18077"	1.5757894736842106
"18085"	3.8444444444444446
"18092"	3.711999999999999
"18102"	10.212777777777777
"18109"	5.154761904761906
"18113"	1.06
"18116"	2.2281578947368423
"18118"	2.5808609271523166
"18119"	2.7823333333333338
"18141"	2.95
"18144"	2.077142857142857
"18156"	2.981636363636363
"18168"	4.301290322580645
"18178"	3.2906250000000004
"18193"	6.95
"18219"	4.482083333333334
"18225"	4.316666666666666
"18229"	6.17
"18230"	6.75
"18239"	3.3413793103448275
"18259"	3.1571428571428575
"18269"	3.1642857142857146
